text,label
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,joy
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear
My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #sad #tumblr,sadness
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear
That last minute was like watching a horror show #GBBO 😥,fear
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),sadness
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy
“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye,joy
"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",anger
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,fear
Not my fault if I'm more observant than you thought of me to be ! 😜 I'm not sorry 😝 #wisdom #laughter #observingyou #allthetime #becareful 😎,joy
I'm just still . So happy .\nA blast,joy
"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear
A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,anger
Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk,sadness
Absolutely shocking. The decline of Rooney is a little embarrassing really!,fear
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,fear
Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML,sadness
@The_Nasty_P now you gotta do that with fast n furious,anger
Icon is pochama.\nHe is very cute and easily elated.,joy
I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,fear
"I start work tmrw yall, i'm nervous lol",fear
sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger
😳The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿,anger
Jk I'm not a loner just really shy 😅,fear
@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness
After spending £450 @Debenhams I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness
@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,fear
Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday,joy
#PeopleLikeMeBecause of some unknown reason but I try to discourage it,sadness
It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise.,joy
So not pumped for this interview #nervous,fear
"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",joy
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,sadness
"@X_KIMTAEHYUNG_X \n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —",sadness
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness
"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",anger
@NessaMatthews he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.,anger
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,fear
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,joy
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger
I feel horrible. I have accounting today but physically and mentally am not okay 😪,fear
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,fear
when people hit on me i try to shake them off by talking about how i hide from communism,fear
"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!",joy
"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger
It's just the lack of company and liveliness out here that makes me bored.,joy
I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,anger
@finkowska just rejoice if you get paid for it.,joy
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,sadness
Watch this amazing live.ly broadcast by @hannah..mccloud  #musically,joy
@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,sadness
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear
Trying to take what's lost and broken and make it right,sadness
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,anger
why are people so offended by kendall he ends photo shoot like seriously shut the fuck up,anger
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness
Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,joy
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,anger
"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear
"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",fear
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear
Queen Bey will be smiling over sixth this afternoon,joy
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but!  #neverchange,joy
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness
No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,sadness
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear
"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger
@AlbertBreer @jetswhispers Be sure and switch it over to cable news - cheery,joy
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",fear
@FlakeJay ring ring! #depression is here,sadness
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,sadness
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible,fear
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear
"Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk",sadness
im so mad about power rangers. im incensed. im furious.,anger
My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay ,joy
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger
Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me . #farm365,joy
"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness
I dislike people who get offended by the littlest shit .,anger
@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀,anger
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear
if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear
i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me,joy
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,joy
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear
i love the word fret so much and im in heaven,sadness
We can't even grieve over one black body before another one pops up due to pig brutality,sadness
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,sadness
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness
Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness
@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger
@deshbhakthoon always unhappy and easily offended.,sadness
"If you let a general tweet offend you, you definitely shouldn't be on twitter.",anger
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",sadness
@Zen1dfabflake You are all our angelic comrades! ,fear
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear
@TootingCommon stop!!! Don't make me laugh when I'm being sad.,sadness
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear
noah fence but i want a harley quinn or blake lively layout,joy
Relive Vegas' heyday with Rat Pack tribute,joy
@urbaneprofessor roast them. Then risotto with sage and pine nuts,sadness
Every single problem we ever face can be solved with a nice blend patience and optimism,joy
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,anger
"I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.",sadness
@edquinn63 how can you even forget to pick ur fave child up from school ,anger
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT,sadness
@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,anger
Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,anger
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy
So Rangers v Celtic ll #revenge,anger
"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland",sadness
@ThatWhiteSoxFan @tbtrill not as sad as the White Sox playing record ;),sadness
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness
"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger
And here we go again 😓 #restless,fear
Who actually chooses to drink sparkling water 🤔,joy
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,anger
Do what makes you successful and #happy now and forever,joy
Watch this amazing live.ly broadcast by @elise_awsome_11  #musically,joy
"@kitanoye Hell is hot and boiling, isi ewu",anger
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,anger
@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),joy
"That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief.",sadness
Don't get discouraged when simple minds don't see your vision,sadness
"The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.",joy
@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness
I truly believe in my heart right now that Satan is rejoicing because we are all against one another,joy
So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,anger
@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,fear
@bear_ing you asshole... you made me sexually attacked to a animated bear :-P,joy
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness
Today was horrible and it was only half a day,fear
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness
@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,fear
"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",fear
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness
Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm365,joy
"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much.",anger
Georgia Tech's Secondary is as soft as a marshmallow. ,fear
I think they may be #offended,anger
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,sadness
hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger
@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,sadness
remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,anger
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry",anger
@wesrucker247 sounds like a good game plan for our offense....,anger
can't believe Achilles killed me! ,anger
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",joy
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),fear
"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",anger
Girls irritate me so much lol,anger
Watching It Follows.  This is a super freaky movie.  #horror #scary,fear
Taguchi engineering fashionable hale and hearty little game optimization: MqnAOcU,joy
so gutted i dropped one of my earrings down the sink at school,sadness
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear
Don't wanna go to work but I want the money ,sadness
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,joy
Super shitting it about this tattoo ,fear
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,sadness
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha ,anger
@Bietron 🤓 dont be sad.. btw good night davina..go sleep larh..,sadness
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ,fear
@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,anger
"@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything",sadness
the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage,anger
Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton,anger
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",fear
I wish the next madden has a story mode too. Just like Fifa 17 #madden,anger
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,fear
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo,joy
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy
The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,fear
@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,sadness
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,fear
"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",anger
Watch this amazing live.ly broadcast by @maisiev #lively #musically,joy
@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,fear
Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",fear
"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. ",joy
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,anger
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger
I don't think it's fully sunk in that Val is gone yet,sadness
"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",fear
Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),joy
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,fear
"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",sadness
The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄,sadness
"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness
come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy
#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,anger
Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets.,joy
"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",anger
@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking,fear
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,anger
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness
And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life,fear
Your boy' is having a nightmare @VivaLaSergio,fear
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",fear
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),joy
"the waitress recognised me from last time i was in there moping, after my interview haha",sadness
#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees,fear
Bloody parking ticket 😒💸 #fuming,anger
"@mdivincenzo9 he's stupid, I hate him lol ",anger
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,sadness
"@sundersays made me laugh, that quote. In a sort of rueful way.",sadness
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness
Benefit out exhilaration called online backing off: JkUVmvQXY,joy
Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,joy
@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger
"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",fear
Thought the Xbox one s madden bundle would come with a physical copy of madden not a code😴 it's gonna take fucking forever to download lol,anger
"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.",joy
Hate being sober so I popped two,sadness
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness
@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,sadness
Scott Dann injured aka my worst nightmare,fear
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.,joy
An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,fear
And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
"@DinoHyogi Hakyeon takes all the attention happily, perching on Wonshik's shoulder to sulk when Jaehwan accidentally caused a tiny explosion",sadness
@TampaBayRay I cried with laughter.,joy
"Im not a #nervouswreck, Im a  #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear
All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,anger
@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,fear
@FraserKeegan just had a steak pie supper ,fear
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy
"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",joy
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger
How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,anger
"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness
"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",joy
I am about to be a coward and I feel terrible. But I can't even face this 😭,fear
Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,sadness
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,anger
He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,joy
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
@PurpleReplisol meden is frowning at you with her non existent face,sadness
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear
it didn't impress me but it didn't depress me',sadness
Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip,joy
It has been medically proven that laughter is an effective pain killer.,joy
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road ,anger
Can't believe I've only got 2 days off left 🙄 #backtoreality ,anger
Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,anger
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,sadness
"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger
Recommended reading: Prisoners of Hate by Aaron Beck ,anger
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,fear
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal",joy
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",sadness
"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",sadness
I can't mourn Kid Cudi cause we have Travis Scott...,sadness
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness
Watch this amazing live.ly broadcast by @swagrman_fan #lively #musically,joy
I need to stop second guess myself and just go with the first thought and go with it. ,anger
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,sadness
@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet 🙄🙄🙄🙄🙄🙄,anger
"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God.",joy
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger
On the bright side with YouTube heroes leafy will finally get banned,joy
"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +",joy
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy
Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down,joy
@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,anger
@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,joy
Awareness of time is awareness of time lost. #awareness #time ,sadness
"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback",sadness
"Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark",sadness
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,fear
"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",anger
@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger
"@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;",fear
@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,sadness
Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,anger
"@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war",joy
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness
"Lament a \nsaddened heart,\nso far &amp; \nyet so near,\nthe years so\ntough &amp; scarred,\nthis lonesome\nroad,\nstill feared! #depression \n\n#poetry #poem",sadness
We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear
She was so posh it frightened me. I'm still scared.,fear
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",fear
@talkRobyn oh dear I have to watch this the woman with the pout did well,sadness
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",fear
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,fear
